"year","seq","dis_group","dis_subgroup","dis_type","dis_subtype","dis_subsubtype","event_name","country_name","iso","region","continent","location","origin","associated_dis","associated_dis2","aid_contribution  ('000 US$)","dis_mag_value","dis_mag_scale","latitude","longitude","local_time","river_basin","start_year","start_month","start_day","end_year","end_month","end_day","no_killed","no_injured","no_affected","no_homeless","total_affected","total_dam","reconstr_dam","insur_dam"
1905,4,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1905,9,21,1905,9,21,240,0,0,0,0,0,0,0
1911,1,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Taal","Philippines","PHL","South-Eastern Asia","Asia","Manilla region",,,,,,,,,,,1911,1,31,1911,1,31,1335,199,0,0,199,0,0,0
1912,10,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cebu",,,,,,"kph",,,,,1912,10,,1912,10,,0,0,0,0,0,10000,0,0
1918,11,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao, South Cotabato",,,,,,"Richter","8.29N","124.40E",,,1918,8,15,1918,8,15,100,0,0,0,0,0,0,0
1931,8,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","West Luzon",,,,,,"kph",,,,,1931,8,7,1931,8,7,0,0,0,0,0,0,0,0
1932,3,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Sulu",,,,,,"kph",,,,,1932,4,29,1932,4,29,147,0,0,2500,2500,0,0,0
1934,10,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manila, Bulcan",,,,,,"kph",,,,,1934,10,15,1934,10,15,0,0,0,0,0,0,0,0
1934,11,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Samar, Tayabas",,,,,,"kph",,,,,1934,11,10,1934,11,10,85,0,0,0,0,0,0,0
1936,8,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1936,10,5,1936,10,5,517,0,0,0,0,0,0,0
1937,7,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Leyte, Mindoro",,,,,,"kph",,,,,1937,11,15,1937,11,15,231,0,0,0,0,0,0,0
1938,6,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Samar, South Luzon",,,,,,"kph",,,,,1938,12,4,1938,12,4,305,0,0,0,0,0,0,0
1940,13,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cantanduanes, Bondoc",,,,,,"kph",,,,,1940,12,3,1940,12,3,73,0,0,0,0,0,0,0
1946,24,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1946,11,,1946,11,,260,0,0,0,0,0,0,0
1948,14,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Panay, Iloilo city, Antique",,,,,,"Richter","13.58 N","124.20 E",,,1948,1,25,1948,1,25,27,0,0,0,0,0,0,0
1949,14,"Natural","Meteorological","Storm","Tropical cyclone","--","Rena","Philippines","PHL","South-Eastern Asia","Asia","Cebu City, Negros, Panay",,,,,,"kph",,,,,1949,10,31,1949,10,31,1000,0,0,0,0,0,0,0
1950,31,"Natural","Geophysical","Volcano","Volcanic eruption","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,1950,9,,1950,9,,84,0,0,0,0,0,0,0
1951,11,"Natural","Meteorological","Storm","Tropical cyclone","--","Iris","Philippines","PHL","South-Eastern Asia","Asia","Samar, South Luzon",,,,,,"kph",,,,,1951,4,24,1951,4,24,156,0,0,0,0,0,0,0
1951,21,"Natural","Meteorological","Storm","Tropical cyclone","--","Wanda","Philippines","PHL","South-Eastern Asia","Asia","Visayas, Bicol",,,,,,"kph",,,,,1951,11,15,1951,11,15,87,0,0,0,0,0,0,0
1951,22,"Natural","Geophysical","Volcano","Volcanic eruption","--","Hibok-Hibok","Philippines","PHL","South-Eastern Asia","Asia","Mt Catarman, Mindanao",,,,,,,,,,,1951,12,4,1951,12,4,500,0,0,0,0,0,0,0
1951,24,"Natural","Meteorological","Storm","Tropical cyclone","--","Amy","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1951,12,9,1951,12,9,569,0,60000,0,60000,0,0,0
1952,3,"Natural","Meteorological","Storm","Tropical cyclone","--","Emma","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1952,6,28,1952,6,28,19,103,0,0,103,0,0,0
1952,8,"Natural","Meteorological","Storm","Tropical cyclone","--","Trixy, Wilma","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1952,10,16,1952,10,16,995,349,0,0,349,50000,0,0
1954,31,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Luzon, Sorsogon, Bacon, Legaspi",,,,,,"Richter","13.0 N","124.0 E",,,1954,7,2,1954,7,2,13,101,0,0,101,0,0,0
1955,2,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao, Lanao, Ozamis city",,,,,,"Richter","8.29 N","124.40 E",,,1955,4,1,1955,4,1,400,2000,0,0,2000,0,0,0
1955,34,"Natural","Meteorological","Storm","--","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1955,1,,1955,1,,51,0,0,0,0,0,0,0
1955,48,"Natural","Meteorological","Storm","--","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1955,11,,1955,11,,93,0,0,0,0,0,0,0
1956,36,"Natural","Meteorological","Storm","--","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1956,7,,1956,7,,50,0,0,0,0,0,0,0
1956,52,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1956,12,,1956,12,,79,0,0,0,0,0,0,0
1957,32,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1957,7,,1957,7,,89,0,0,0,0,0,0,0
1959,49,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1959,12,,1959,12,,29,0,0,0,0,0,0,0
1960,12,"Natural","Meteorological","Storm","Tropical cyclone","--","Karen","Philippines","PHL","South-Eastern Asia","Asia","South Wet of Manilla",,,,,,"kph",,,,,1960,4,22,1960,4,22,56,0,0,0,0,2000,0,0
1960,15,"Natural","Geophysical","Earthquake (seismic activity)","Tsunami","--",,"Philippines","PHL","South-Eastern Asia","Asia","Nationwide",,,,,,"Richter",,,,,1960,5,22,1960,5,22,32,0,0,0,0,0,0,0
1960,19,"Natural","Meteorological","Storm","Tropical cyclone","--","Lucille","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1960,5,24,1960,5,24,234,0,0,0,0,0,0,0
1960,20,"Natural","Meteorological","Storm","Tropical cyclone","--","Olive","Philippines","PHL","South-Eastern Asia","Asia","South Luzon",,,,,,"kph",,,,,1960,6,23,1960,6,23,100,0,50000,0,50000,0,0,0
1960,28,"Natural","Meteorological","Storm","Tropical cyclone","--","Kit","Philippines","PHL","South-Eastern Asia","Asia","Central, South Luzon",,,,,,"kph",,,,,1960,10,3,1960,10,3,150,0,375000,0,375000,0,0,0
1960,29,"Natural","Meteorological","Storm","Tropical cyclone","--","Lola","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1960,10,8,1960,10,8,58,0,0,0,0,30000,0,0
1960,47,"Natural","Hydrological","Mass movement wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,1960,1,,1960,1,,40,0,0,0,0,0,0,0
1960,53,"Natural","Meteorological","Storm","--","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1960,8,,1960,8,,33,0,0,0,0,0,0,0
1962,29,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1962,7,,1962,7,,41,0,0,0,0,0,0,0
1962,32,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1962,8,,1962,8,,156,0,0,0,0,0,0,0
1963,17,"Natural","Meteorological","Storm","Tropical cyclone","--","Carmen","Philippines","PHL","South-Eastern Asia","Asia","North Luzon",,,,,,"kph",,,,,1963,8,10,1963,8,10,1,0,0,2000,2000,0,0,0
1964,37,"Natural","Meteorological","Storm","Tropical cyclone","--","Winnie (Dading)","Philippines","PHL","South-Eastern Asia","Asia","South, Central Luzon",,,,,,"kph",,,,,1964,6,29,1964,6,29,56,163,924125,0,924288,8000,0,0
1964,65,"Natural","Meteorological","Storm","Tropical cyclone","--","Louise","Philippines","PHL","South-Eastern Asia","Asia","North Mindanao, South Luzon",,,,,,"kph",,,,,1964,11,19,1964,11,19,580,1258,300000,0,301258,35000,0,0
1965,42,"Natural","Meteorological","Storm","Tropical cyclone","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cotabato, Luzon",,,,,,"km²",,,,,1965,7,12,1965,7,12,37,0,0,0,0,0,0,0
1965,58,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mt. Taal","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,1965,9,28,1965,9,28,355,785,50000,8000,58785,10000,0,0
1966,91,"Natural","Meteorological","Storm","Tropical cyclone","--","Aning","Philippines","PHL","South-Eastern Asia","Asia","Visayas, South Luzon",,,,,,"kph",,,,,1966,12,28,1966,12,28,18,0,196000,90000,286000,1000,0,0
1967,71,"Natural","Meteorological","Storm","Tropical cyclone","--","Emma (Welming)","Philippines","PHL","South-Eastern Asia","Asia","Samar Island, Visayas, Bicol, Southern Tagalog, Central Luzon",,,,,,"kph",,,,,1967,11,3,1967,11,3,107,0,137000,0,137000,26500,0,0
1967,107,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manilla",,,,,,"Richter","14.37N","120.58E",,,1967,8,,1967,8,,200,0,0,0,0,0,0,0
1968,24,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao",,,,,,"km²",,,,,1968,1,16,1968,1,16,29,0,0,0,0,0,0,0
1968,41,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Mayon","Philippines","PHL","South-Eastern Asia","Asia","Albay province, Luzon",,,,,,,,,,,1968,4,20,1968,4,20,3,0,45000,6000,51000,5000,0,0
1968,61,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Luzon Is., Manila",,,,,,"Richter","14.37N","120.58E",,,1968,8,2,1968,8,2,271,261,0,0,261,5000,0,0
1968,65,"Natural","Meteorological","Storm","Tropical cyclone","--","Shirley","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1968,8,17,1968,8,17,0,0,0,0,0,0,0,0
1968,83,"Natural","Meteorological","Storm","Tropical cyclone","--","Mamie, Nina, Ora","Philippines","PHL","South-Eastern Asia","Asia","South Visayas, Samar, Luzon",,,,,,"kph",,,,,1968,11,22,1968,11,22,50,0,187330,39313,226643,9600,0,0
1969,80,"Natural","Meteorological","Storm","Tropical cyclone","--","Viola","Philippines","PHL","South-Eastern Asia","Asia","North",,,,,,"kph",,,,,1969,7,21,1969,7,21,11,0,0,0,0,0,0,0
1969,115,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Kanlaon","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,1969,10,5,1969,10,5,0,0,1700,0,1700,0,0,0
1970,4,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"Richter","14.37 N","120.58 E",,,1970,4,7,1970,4,7,14,200,0,0,200,0,0,0
1970,43,"Natural","Meteorological","Storm","Tropical cyclone","--","Fran & Georgia","Philippines","PHL","South-Eastern Asia","Asia","(1) Bulacan, Pampg (Manila) - (2) Aurora (Quezon province)",,,,,,"kph",,,,,1970,8,31,1970,8,31,137,0,78000,67200,145200,2353,0,0
1970,56,"Natural","Meteorological","Storm","Tropical cyclone","--","Joan, Kate","Philippines","PHL","South-Eastern Asia","Asia","(1) Bicol area, (2) Mindanao",,,,,,"kph",,,,,1970,10,13,1970,10,13,1551,985,1214000,0,1214985,85500,0,0
1970,64,"Natural","Meteorological","Storm","Tropical cyclone","--","Patsy","Philippines","PHL","South-Eastern Asia","Asia","Manila (Quezon province)",,,,,,"kph",,,,,1970,11,19,1970,11,19,786,2075,430000,0,432075,97656,0,0
1970,76,"Natural","Meteorological","Storm","Tropical cyclone","--","Oyang","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1970,9,4,1970,9,4,42,0,0,0,0,0,0,0
1970,77,"Natural","Meteorological","Storm","Tropical cyclone","--","Katy (Pitang)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1970,9,8,1970,9,8,0,0,1326,0,1326,598,0,0
1970,78,"Natural","Meteorological","Storm","Tropical cyclone","--","Sening","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1970,9,12,1970,9,12,575,1593,0,0,1593,12110,0,0
1970,79,"Natural","Meteorological","Storm","Tropical cyclone","--","Titang","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1970,9,16,1970,9,16,631,76,0,0,76,47397,0,0
1970,80,"Natural","Meteorological","Storm","Tropical cyclone","--","Yoling","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1970,11,17,1970,11,17,80,248,17044,0,17292,12785,0,0
1971,26,"Natural","Meteorological","Storm","Tropical cyclone","--","Wanda","Philippines","PHL","South-Eastern Asia","Asia","Visayas, Palawan",,,,,,"kph",,,,,1971,4,22,1971,4,22,95,0,0,0,0,700,0,0
1971,36,"Natural","Meteorological","Storm","Tropical cyclone","--","Dinah (Herming)","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1971,5,24,1971,5,24,57,3,0,32500,32503,590,0,0
1971,54,"Natural","Meteorological","Storm","Tropical cyclone","--","Elaine","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1971,10,2,1971,10,2,37,0,0,12000,12000,0,0,0
1971,55,"Natural","Meteorological","Storm","Tropical cyclone","--","Gloria","Philippines","PHL","South-Eastern Asia","Asia","North Luzon",,,,,,"kph",,,,,1971,10,9,1971,10,9,57,8,0,2000,2008,0,0,0
1972,15,"Natural","Meteorological","Storm","Tropical cyclone","--","Kit (Asiang)","Philippines","PHL","South-Eastern Asia","Asia","Visayan Islands",,,,,,"kph",,,,,1972,1,6,1972,1,6,204,28,0,0,28,23000,0,0
1972,40,"Natural","Meteorological","Storm","Tropical cyclone","--","Ora","Philippines","PHL","South-Eastern Asia","Asia","South Luzon",,,,,,"kph",,,,,1972,6,23,1972,6,23,131,0,385000,0,385000,15000,0,0
1972,42,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Central, NorthLuzon",,,,,,"km²",,,,,1972,7,,1972,7,,653,0,2400000,370647,2770647,220000,0,0
1972,64,"Natural","Meteorological","Storm","Tropical cyclone","--","Therese (Undang)","Philippines","PHL","South-Eastern Asia","Asia","South, Misamis province",,,,,,"kph",,,,,1972,12,3,1972,12,3,100,650,80000,27000,107650,10000,0,0
1973,17,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Luzon, Tablas Is.",,,,,,"Richter","14.37N","120.58E",,,1973,3,17,1973,3,17,14,64,0,0,64,450,0,0
1973,42,"Natural","Meteorological","Storm","Tropical cyclone","--","Nora (Luming)","Philippines","PHL","South-Eastern Asia","Asia","Northern Luzon",,,,,,"kph",,,,,1973,10,4,1973,10,4,26,0,0,0,0,2000,0,0
1973,44,"Natural","Meteorological","Storm","Tropical cyclone","--","Ruth","Philippines","PHL","South-Eastern Asia","Asia","Central Luzon",,,,,,"kph",,,,,1973,10,14,1973,10,14,50,0,0,45000,45000,5000,0,0
1973,49,"Natural","Meteorological","Storm","Tropical cyclone","--","Vera","Philippines","PHL","South-Eastern Asia","Asia","(1) Central, (2) Capiz province",,,,,,"kph",,,,,1973,11,20,1973,11,20,270,24,3400000,0,3400024,0,0,0
1973,83,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cotabato",,,,,,"km²",,,,,1973,9,7,1973,9,7,3,0,5000,0,5000,493,0,0
1974,29,"Natural","Meteorological","Storm","Tropical cyclone","--","Dinah (Bising)","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1974,6,8,1974,6,8,106,0,1367,0,1367,1000,0,0
1974,38,"Natural","Meteorological","Storm","Tropical cyclone","--","Ivy (Iliang)","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1974,7,17,1974,7,17,21,16,2400,140,2556,2000,0,0
1974,39,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Central Luzon",,,,,,"km²",,,,,1974,8,,1974,8,,94,0,1200000,0,1200000,17800,0,0
1974,51,"Natural","Meteorological","Storm","Tropical cyclone","--","Bess (Susang)","Philippines","PHL","South-Eastern Asia","Asia","North Luzon",,,,,,"kph",,,,,1974,10,10,1974,10,10,26,40,7142,0,7182,9200,0,0
1974,52,"Natural","Meteorological","Storm","Tropical cyclone","--","Carmen (Tering)","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1974,10,15,1974,10,15,13,9,7776,0,7785,11600,0,0
1974,54,"Natural","Meteorological","Storm","Tropical cyclone","--","Elaine (Wening)","Philippines","PHL","South-Eastern Asia","Asia","Luzon",,,,,,"kph",,,,,1974,10,25,1974,10,25,23,50,55575,0,55625,21000,0,0
1974,56,"Natural","Meteorological","Storm","Tropical cyclone","--","Gloria (Aning)","Philippines","PHL","South-Eastern Asia","Asia","North Luzon",,,,,,"kph",,,,,1974,11,4,1974,11,4,3,2,22835,1301,24138,3200,0,0
1974,58,"Natural","Meteorological","Storm","Tropical cyclone","--","Irma (Bidang)","Philippines","PHL","South-Eastern Asia","Asia","South Luzon",,,,,,"kph",,,,,1974,11,23,1974,11,23,11,0,0,5000,5000,7300,0,0
1974,79,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Agusan Del Norte",,,,,,"km²",,,,,1974,2,11,1974,2,11,0,0,1823,0,1823,0,0,0
1975,77,"Natural","Meteorological","Storm","Tropical cyclone","--","Lola (Auring)","Philippines","PHL","South-Eastern Asia","Asia","Mindanao",,,,,,"kph",,,,,1975,1,22,1975,1,22,39,8,4518,698,5224,2161,0,0
1975,80,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Davao Del Norte",,,,,,"km²",,,,,1975,3,3,1975,3,3,0,0,99,0,99,0,0,0
1975,81,"Natural","Biological","Insect infestation","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Davao Del Sur and Norte",,,,,,"km²",,,,,1975,3,4,1975,3,4,0,0,0,0,0,925,0,0
1976,38,"Natural","Meteorological","Storm","Tropical cyclone","--","Olga (Didang)","Philippines","PHL","South-Eastern Asia","Asia","Luzon, Manila",,,,,,"kph",,,,,1976,5,17,1976,5,17,274,0,2700000,0,2700000,85000,0,0
1976,54,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Gulf of Moro, Sulu",,"Tidal Wave / Tsunami",,,"7.9","Richter","8.29N","124.40E",,,1976,8,16,1976,8,16,6000,6348,175000,0,181348,134000,0,0
1976,61,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Taal","Philippines","PHL","South-Eastern Asia","Asia","40 miles South Manilla",,,,,,,,,,,1976,9,3,1976,9,3,0,0,11510,0,11510,679,0,0
1976,86,"Natural","Meteorological","Storm","Tropical cyclone","--","Ruby (Huaning)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1976,6,22,1976,6,22,3,0,2702,110,2812,84100,0,0
1976,89,"Natural","Meteorological","Storm","Tropical cyclone","--","Nora (Aring)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1976,12,2,1976,12,2,110,17,1741,0,1758,9326,0,0
1976,91,"Natural","Hydrological","Flood","Flash flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Misamis Oriental",,,,,,"km²",,,,,1976,1,25,1976,1,25,8,0,1565,0,1565,0,0,0
1976,95,"Natural","Hydrological","Flood","Flash flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Capz, Aklan",,,,,,"km²",,,,,1976,11,30,1976,11,30,10,0,14313,0,14313,1553,0,0
1977,50,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cagayan (N.E. Luzon)",,,,,,"Richter","17.36N","121.44E",,,1977,3,19,1977,3,19,1,30,60000,0,60030,100,0,0
1977,86,"Natural","Meteorological","Storm","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Central, North",,,,,,"kph",,,,,1977,7,18,1977,7,18,0,0,2500,0,2500,0,0,0
1977,96,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manila",,,,,,"km²",,,,,1977,8,,1977,8,,10,0,4300,0,4300,0,0,0
1977,97,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao",,,,,,"km²",,,,,1977,8,,1977,8,,0,0,1500,0,1500,0,0,0
1977,114,"Natural","Biological","Epidemic","Bacterial Infectious Diseases","--","Cholera","Philippines","PHL","South-Eastern Asia","Asia","Benguet",,,,,,"vaccinated",,,,,1977,9,,1977,9,,7,0,15,0,15,0,0,0
1977,119,"Natural","Meteorological","Storm","Tropical cyclone","--","Dinah (Openg)","Philippines","PHL","South-Eastern Asia","Asia","Northern",,,,,,"kph",,,,,1977,9,15,1977,9,15,60,0,5000,0,5000,800,0,0
1977,134,"Natural","Meteorological","Storm","Tropical cyclone","--","Kim (Unding)","Philippines","PHL","South-Eastern Asia","Asia","North Luzon",,,,,,"kph",,,,,1977,11,14,1977,11,14,40,115,133141,15679,148935,3600,0,0
1977,155,"Natural","Meteorological","Storm","Tropical cyclone","--","(Elang)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1977,7,16,1977,7,16,4,3,860,0,863,0,0,0
1977,157,"Natural","Meteorological","Storm","Tropical cyclone","--","(Ibiang)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1977,8,17,1977,8,17,0,0,921,0,921,25,0,0
1977,161,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao",,,,,,"km²",,,,,1977,2,22,1977,2,22,14,0,1499,0,1499,1913,0,0
1977,162,"Natural","Biological","Epidemic","Parasitic Infectious Diseases","--",,"Philippines","PHL","South-Eastern Asia","Asia","Palawan",,,,,,"vaccinated",,,,,1977,3,11,1977,3,11,50,0,666,0,666,0,0,0
1977,164,"Natural","Biological","Epidemic","Viral Infectious Diseases","--",,"Philippines","PHL","South-Eastern Asia","Asia","Davao City",,,,,,"vaccinated",,,,,1977,3,23,1977,3,23,18,0,0,0,0,0,0,0
1978,58,"Natural","Meteorological","Storm","Tropical cyclone","--","Caroline","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,"kph",,,,,1978,4,22,1978,4,22,0,0,2500,0,2500,0,0,0
1978,65,"Natural","Biological","Epidemic","Viral Infectious Diseases","--",,"Philippines","PHL","South-Eastern Asia","Asia","East Samar",,,,,,"vaccinated",,,,,1978,5,,1978,5,,17,0,0,0,0,0,0,0
1978,66,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Mayon","Philippines","PHL","South-Eastern Asia","Asia","Albay province",,,,,,,,,,,1978,5,,1978,5,,0,0,25000,0,25000,0,0,0
1978,101,"Natural","Geophysical","Volcano","Volcanic eruption","--","Bulusan","Philippines","PHL","South-Eastern Asia","Asia","Central",,,,,,,,,,,1978,8,,1978,8,,0,0,1000,0,1000,0,0,0
1978,102,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Northern",,,,,,"km²",,,,,1978,8,,1978,8,,53,0,1000,0,1000,0,0,0
1978,124,"Natural","Meteorological","Storm","Tropical cyclone","--","Nina","Philippines","PHL","South-Eastern Asia","Asia","Manila",,,,,,"kph",,,,,1978,10,9,1978,10,9,59,0,50000,0,50000,0,0,0
1978,126,"Natural","Meteorological","Storm","Tropical cyclone","--","Rita (Kading)","Philippines","PHL","South-Eastern Asia","Asia","Central Luzon, Manilla",,,,,185,"kph",,,,,1978,10,26,1978,10,26,340,749,1500000,0,1500749,115000,0,0
1978,158,"Natural","Meteorological","Storm","Tropical cyclone","--","(Atang)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1978,4,18,1978,4,18,66,47,64638,17157,81842,33254,0,0
1978,159,"Natural","Meteorological","Storm","Tropical cyclone","--","(Heling)","Philippines","PHL","South-Eastern Asia","Asia","Luzon (including Manila)",,,,,,"kph",,,,,1978,8,9,1978,8,9,49,12,42402,0,42414,3515,0,0
1978,160,"Natural","Meteorological","Storm","Tropical cyclone","--","Elaine (Miding)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1978,8,20,1978,8,20,47,4,150331,608,150943,11809,0,0
1978,161,"Natural","Meteorological","Storm","Tropical cyclone","--","(Weling)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1978,9,24,1978,9,24,32,20,18735,5146,23901,13989,0,0
1978,162,"Natural","Meteorological","Storm","Tropical cyclone","--","(Yaning)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1978,10,7,1978,10,7,24,2,6182,0,6184,11893,0,0
1978,165,"Natural","Meteorological","Storm","Tropical cyclone","--","(Garding)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,"kph",,,,,1978,12,14,1978,12,14,0,0,381,0,381,624,0,0
1978,168,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Jipapad (Eastern Samar)",,,,,,"km²",,,,,1978,2,2,1978,2,2,0,0,1500,0,1500,0,0,0
1978,169,"Natural","Hydrological","Mass movement wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Subic",,,,,,,,,,,1978,8,13,1978,8,13,22,7,0,0,7,0,0,0
1978,9167,"Natural","Climatological","Drought","Drought","--",,"Philippines","PHL","South-Eastern Asia","Asia","Santos City",,,,,,"km²",,,,,1978,2,,1978,,,0,0,3665,0,3665,0,0,0
